-3.0,0.0,1.5,-6.114599630220157e-8,0.997155939027903,0.0,0.07536599539167085,5.0,0.0,0.0,0.0,2.5132741228718345,0.0
-2.94,0.0,1.53,-6.012966828244084e-8,0.9959853167574908,9.431886442153617e-19,0.0895167515243775,4.9,1.2246467991473534e-17,0.10000000000000002,0.0,2.5132741228718345,0.0
-2.88,0.0,1.56,-5.910121726436825e-8,0.9946138896488249,1.886187128154304e-18,0.10364945980385942,4.8,2.4492935982947068e-17,0.20000000000000004,0.0,2.5132741228718345,0.0
-2.82,0.0,1.59,-5.8060850598370224e-8,0.9930419342011608,2.8288053298794294e-18,0.11776127087465678,4.7,3.67394039744206e-17,0.30000000000000004,0.0,2.5132741228718345,0.0
-2.76,0.0,1.62,-5.700877803719772e-8,0.991269767343126,3.770853204123657e-18,0.13184933959448503,4.6,4.8985871965894137e-17,0.4000000000000001,0.0,2.5132741228718345,0.0
-2.7,0.0,1.65,-5.594521169367701e-8,0.9892977463688224,4.712140820606055e-18,0.14591082560785595,4.5,6.123233995736767e-17,0.5000000000000001,0.0,2.5132741228718345,0.0
-2.64,0.0,1.68,-5.4870365997944786e-8,0.9871262688657909,5.6524784023244956e-18,0.159942893918734,4.4,7.34788079488412e-17,0.6000000000000001,0.0,2.5132741228718345,0.0
-2.58,0.0,1.71,-5.378445765421588e-8,0.9847557726348519,6.591676363817401e-18,0.17394271546211176,4.3,8.572527594031474e-17,0.7000000000000002,0.0,2.5132741228718345,0.0
-2.52,0.0,1.74,-5.2687705597092705e-8,0.9821867356018384,7.529545349386881e-18,0.18790746767438987,4.2,9.797174393178827e-17,0.8000000000000002,0.0,2.5132741228718345,0.0
-2.46,0.0,1.77,-5.1580330947424856e-8,0.9794196757212394,8.465896271275529e-18,0.20183433506244589,4.1,1.102182119232618e-16,0.9000000000000001,0.0,2.5132741228718345,0.0
-2.4,0.0,1.8,-5.046255696772803e-8,0.9764551508717731,9.40054034778923e-18,0.21572050977127832,4.0,1.2246467991473535e-16,1.0000000000000002,0.0,2.5132741228718345,0.0
-2.34,0.0,1.83,-4.9334609017171094e-8,0.9732937587439104,1.0333289141358213e-17,0.22956319215010962,3.9,1.3471114790620887e-16,1.1000000000000003,0.0,2.5132741228718345,0.0
-2.2800000000000002,0.0,1.8599999999999999,-4.8196714506140514e-8,0.969936136719372,1.1263954596528782e-17,0.24335959131683624,3.8,1.469576158976824e-16,1.2000000000000002,0.0,2.5132741228718345,0.0
-2.2199999999999998,0.0,1.8900000000000001,-4.7049102850391095e-8,0.9663829617426227,1.2192349077877951e-17,0.2571069257207097,3.7,1.5920408388915596e-16,1.3000000000000003,0.0,2.5132741228718345,0.0
-2.16,0.0,1.92,-4.589200542479255e-8,0.9626349501843908,1.3118285407843435e-17,0.27080242370313734,3.5999999999999996,1.714505518806295e-16,1.4000000000000004,0.0,2.5132741228718345,0.0
-2.1,0.0,1.95,-4.4725655516681064e-8,0.9586928576972367,1.404157690446131e-17,0.284443324056488,3.5,1.8369701987210302e-16,1.5000000000000002,0.0,2.5132741228718345,0.0
-2.04,0.0,1.98,-4.355028827882511e-8,0.9545574790632027,1.496203741900376e-17,0.29802687658079086,3.4,1.9594348786357655e-16,1.6000000000000003,0.0,2.5132741228718345,0.0
-1.98,0.0,2.01,-4.2366140682015466e-8,0.9502296480335736,1.5879481373509308e-17,0.31155034263821496,3.3,2.081899558550501e-16,1.7000000000000004,0.0,2.5132741228718345,0.0
-1.92,0.0,2.04,-4.117345146728843e-8,0.9457102371607815,1.6793723798197986e-17,0.3250109957052176,3.2,2.204364238465236e-16,1.8000000000000003,0.0,2.5132741228718345,0.0
-1.8599999999999999,0.0,2.0700000000000003,-3.99724610977922e-8,0.941000157622485,1.770458036876388e-17,0.3384061219222504,3.1,2.3268289183799714e-16,1.9000000000000004,0.0,2.5132741228718345,0.0
-1.7999999999999998,0.0,2.1,-3.876341171030615e-8,0.936100359037864,1.8611867443537532e-17,0.3517330206409121,3.0,2.449293598294707e-16,2.0000000000000004,0.0,2.5132741228718345,0.0
-1.74,0.0,2.13,-3.754654706642256e-8,0.9310118292761635,1.951540210051072e-17,0.3649890049684378,2.9,2.571758278209442e-16,2.1,0.0,2.5132741228718345,0.0
-1.68,0.0,2.16,-3.632211250340079e-8,0.9257355942575232,2.0415002174216147e-17,0.3781714023094146,2.8,2.6942229581241775e-16,2.2000000000000006,0.0,2.5132741228718345,0.0
-1.6199999999999999,0.0,2.19,-3.509035488470383e-8,0.920272717746139,2.1310486292454593e-17,0.39127755490461524,2.6999999999999997,2.816687638038913e-16,2.3000000000000007,0.0,2.5132741228718345,0.0
